Country Name,Country Code,Indicator Name,Indicator Code,Attribute,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Panama,283,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.12969283,13.51791531,13.31325301,15.3314121,14.25587467,10.83769634,15.64356436,21.00961538,20.5387931,19.98019802,19.69588551,20.03973294,18.66851563,17.87563479,17.78544106,17.98366212,23.21239186,20.6732,22.4196,28.7659,32.5916,37.6312,52.6431,69.7487,77.6773,83.1467,78.8762,69.4071,68.6935,74.3842,80.8899,81.8438,81.3655,81.1828,88.857,105.639,105.586,96.2791,86.2891,72.2175,66.0718,63.066,60.5793,68.48998103,63.39185414,61.22697016,58.0794805,56.43363125,60.89458561,60.00949115,59.47685623,61.90387932,62.4824922,57.64878395,49.9607396,42.5630255,41.28662724,40.21193667,37.27836717,35.70335636,34.96420791,37.08058379,38.77076516
Norway,142,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.77375,15.53667118,14.96894737,14.92413333,15.74244105,16.65699558,17.46866567,17.51122914,17.78070423,16.1587013,16.19012821,16.80822943,16.9232791,21.46365884,18.99191176,20.51682692,22.22857143,21.22959739,21.37274549,22.657277,21.79372197,25.06811989,25.30330882,26.17021277,29.80573543,32.47058824,29.69671441,27.54150198,26.71285604,26.67173252,26.92682927,25.11111111,22.66071429,19.68852989,18.62428348,16.24132614,10.92740894,10.14702606,14.59191759,16.27118644,15.06133333,21.85389134,25.74497992,27.89673804,27.79770445,30.74028049,34.66637968,37.18349929,38.73015873,36.33831991,35.75508339,39.51067153,39.51320559,40.42679772,37.51229105,35.58688675,32.00618557,28.02185988,25.66500772,24.44266752,,,,,,,,53.0511811,45.54172662,41.68120805,28.9804878,24.11463415,,23.82227074,24.07620968,26.77479339,27.02014652,26.90172414,28.7633218,,29.78042813,27.67724719,26.73854167,25.28144578,19.03267974,22.49115914,,22.60983607,22.47328244,22.31875882,23.62828536,24.3030303,26.08841463,26.35803571,26.11,27.57248322,27.76081871,32.99322917,38.45774648,42.06359833,36.89929825,,,38.85771144,38.62935982,40.7482,51.09338521,42.77183601,36.24511149,36.20756844,32.21770045,44.28122271,51.06273115,61.3493188,51.42410611,38.46088362,34.12017717,30.19507299,28.70694319,24.32041665,28.09920644,26.70107409,33.49316522,42.66939077,43.4725735,42.00813398,52.33172573,49.20103785,47.26442556,41.97163598,42.36578062,28.88222773,30.0222008,30.30479946,27.94089859,27.94089859
Oman,449,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.44265,27.5615,25.7824,25.8198,22.4874,22.1893,13.1715,7.01573,6.97493,10.1406,13.9799,15.006,19.8193,34.9334,30.856,34.3665,30.0309,21.6238,27.59015318,29.55375056,29.26574433,31.96981836,29.69758941,28.63930046,28.21159219,40.12091055,34.93030044,26.10072539,25.13953192,18.69455318,17.173456,15.95346152,9.871062145,8.909818475,7.104978283,4.842169758,6.889894328,5.852814852,5.180818019,4.932503646,5.068068344,4.881996846,14.88123261
Switzerland,146,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.557472896,3.62733073,3.407248495,3.334259467,4.093679144,3.466507089,3.303050032,3.038165511,2.68859785,2.921098391,3.448625308,3.17092034,2.895054282,2.8353178,2.703327172,,,,,,,,,,,28.9202454,,,,,22.709,22.74673367,23.50490731,25.94594595,26.74236874,28.10604192,28.84825871,33.47007481,30.45216401,31.16798196,37.34513274,42.14447884,48.45112782,52.61096606,58.89469453,67.87191358,78.91798561,74.52142857,62.64367816,59.55801105,53.69714286,47.45929648,44.20833333,,32.73670886,30.96693227,28.2598513,25.85709343,22.50491803,,,16.23934426,13.99170732,12.04483516,10.82891566,,,,,,,38.88218111,38.66030879,38.03582111,36.9523654,38.36056207,42.25151395,46.65991048,46.8984088,46.56046404,44.59926021,43.93177138,40.78358782,40.03798368,34.38307903,34.06065832,33.45416754,32.13442225,31.20816006,29.90941222,27.81192559,34.31356572,36.04144592,40.98048483,46.65128302,49.97402574,52.83785378,54.28666819,56.94652848,59.35126948,55.77040503,54.56319314,53.53864239,60.34759956,59.44742737,60.7680806,58.25644854,51.66697802,49.52639549,49.39758285,47.33684691,46.1319736,46.02718156,46.63176376,46.35231561,45.66112988,45.65635288
Papua New Guinea,853,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.2658,21.0157,22.2257,24.0149,23.1623,20.2829,20.7804,24.4163,30.387,35.9755,41.0627,46.1314,55.0471,59.4129,62.0503,42.058,46.5635,58.6489,56.491,51.7285,51.4658,53.5905,57.2825,54.8731,55.2006,65.5887,57.9403,53.9124,56.8062,62.5796,55.2705,50.0209,39.6484,35.9893,32.8855,21.78304571,21.84601139,17.34183633,16.30712043,19.14836963,25.02718136,28.11005661,30.55155066
Paraguay,288,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.172,27.2042,26.624,24.1538,18.4201,18.2263,19.8001,18.9271,20.7313,18.0246,16.3172,14.389,17.9828,21.7272,28.3475,38.9738,38.6029,54.9728,38.3641,57.2856,38.3609,29.4618,31.0986,28.7395,27.7539,25.9974,24.094,22.5382,26.5809,32.05899263,34.65879313,42.74056075,59.38697102,45.10058324,34.46240542,28.01015473,21.45895858,18.14179746,18.14764503,18.24502268,15.60692551,12.99275989,16.17450623,17.02353961,20.24356163,24.19160392
Peru,293,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.98220397,5.284605433,4.346733668,5.417156287,5.865384615,6.731097214,6.750503018,6.422535211,7.163978495,12.92300599,13.97854269,13.10861423,20.41823056,28.98671096,33.36963097,33.13641246,31.98219306,30.75278396,28.268,26.29723837,27.85612026,30.85555556,28.63693865,28.82199711,26.70133011,26.49183147,26.03730018,25.73363431,,23.98239675,19.40115607,13.85972108,10.5689769,,,15.03355408,13.82814992,17.31219341,16.34840341,17.52832987,20.64564158,,,,,,,,,,,,19.9745,19.0144,20.555,22.643,24.0104,26.9539,34.5082,44.8212,56.0022,45.8968,36.3395,30.6182,34.2444,56.1777,56.6681,63.4413,48.566,39.0884,42.8415,34.8973,56.2554,48.3416,46.7789,49.9299,41.917,36.8072,37.3634,34.5218,36.8212,41.0846,39.3755,39.3258,40.332,41.2907,37.9188,,34.77009502,31.86987554,27.96277732,28.3836725,25.40315457,23.02357497,21.21417494,20.337949,20.71015988,23.97508358
Philippines,566,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.033333333,,,,,,12.12555556,,,,,16.79847328,16.58071429,16.50718954,12.49962376,12.69014145,12.19927631,13.03226282,13.17474247,13.35690089,13.89968847,15.0228443,15.9093,15.06,16.5668,15.258,13.4409,13.0462,16.757,19.8251,23.1001,22.4586,24.8455,27.5605,32.901,43.1224,45.7782,53.0842,77.7269,79.2229,69.0454,62.731,,,,76.08030832,65.53444972,62.71847522,54.72668539,58.68179605,51.05830846,53.58313293,58.77417578,58.83083236,63.25572356,68.03569182,65.80404481,59.16884329,51.58199675,44.63965682,44.16725759,44.34307433,43.46176628,41.41171904,40.60949792,39.25843522,36.39764176,34.79462353
Poland,964,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.8193,64.1283,57.3052,61.9529,66.4978,70.5575,68.7317,67.3787,58.67,48.98851468,43.38978846,42.92590014,38.88937612,39.56685447,36.58316071,37.3517857,41.77868014,46.58777913,45.32289334,46.70283005,47.15139966,44.18704805,46.61158632,49.80930718,53.32685517,54.36712485,53.98012673,55.96867842,50.48558113,51.28089079
Vietnam,582,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.318,174.589,,111.123,94.4395,76.1495,79.3128,75.8121,41.6636,39.8961,40.7523,44.2952,43.3919,36.54153602,38.40689911,40.89715205,39.41890744,45.16660128,48.08400536,45.78661853,47.92146107,51.82989558,55.13373318,58.25265436
Yemen,474,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.136,108.955,98.1239,153.216,231.017,106.484,121.417,96.05025159,60.84074503,60.56857804,57.82722756,56.82301164,52.06809444,43.8007105,40.84237166,40.40790584,36.42126603,49.84235784,42.37957253,45.72598481,47.31237793,48.19976223,48.7221464,66.67094162
Zambia,754,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.2724,54.9636,58.2437,60.1016,47.6466,77.2909,86.3175,95.6581,98.6042,96.527,100.012,97.3744,115.09,126.524,140.727,157.281,238.745,219.126,168.566,161.109,177.759,213.305,142.963,181.289,208.324,226.342,236.349,190.36,244.523,221.636,226.225,197.903,204.245,183.519,19.26207356,16.71824312,24.99856835,21.93170965,19.1962754,20.52214894,18.89196767,20.80332158,24.91084209,25.91477034,33.60596189,56.28219247
Zimbabwe,698,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.46555819,29.42701228,28.67758186,29.73004695,27.33879222,51.89686924,46.7274168,41.47655703,38.75812744,34.25764192,33.7593985,31.88026193,36.38682746,36.17831729,,17.743,25.6967,21.6538,28.7187,31.9248,40.0267,38.8316,39.6051,45.6471,36.036,33.8417,35.0745,37.1991,50.5508,56.8139,67.1432,81.3268,72.5003,69.0593,87.9581,80.8723,70.1007,34.2898,20.1413,44.4636,,38.57481121,44.7147277,50.06057096,68.86350518,68.29397841,63.19228534,51.76124554,56.73046331,54.55865885,55.27291764,58.89893322
Guatemala,258,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4516129,11.73228346,,10.89385475,10.68965517,8.756218905,8.041237113,16.39344262,20.9,33.80952381,43.52941176,34,31.71428571,24.3373494,17.69230769,,13.83333333,11.84466019,10.64814815,10.09009009,8.409090909,7.320261438,3.69047619,1.57480315,1.872909699,1.561771562,3.5,,2.945736434,,2.36574746,5.284552846,4.221938776,4.661746617,4.99445061,,6.495901639,6.557377049,7.490421456,7.966573816,8.216783217,7.846397466,10.78825348,11.02178813,11.67505392,12.55845942,11.67597765,10.1372,11.7216,13.152,11.4519,10.9136,10.5455,11.886,11.8458,12.3039,11.9801,14.993,22.1566,32.8829,37.1751,44.7362,46.3091,50.2664,55.6499,49.0604,45.7798,47.3942,46.8818,42.0401,37.4516,37.2248,34.2568,33.5098,30.8878,27.8315,,19.01463969,20.18720044,18.3501292,20.89187658,21.42466355,20.75738038,21.65078201,21.33937162,20.12634252,22.91777607,24.10694058,23.66582132,24.32763329,24.61947657,24.28318139,24.19583364
Guinea,656,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.64179492,98.60104789,86.27789631,95.89487622,99.19015774,92.58537782,92.99771979,93.49516723,105.8637488,127.8756262,123.363948,121.6544916,112.6311019,112.6396087,119.7550433,150.2308925,137.0710824,92.38309187,90.15784025,89.32506059,99.63829164,77.95677507,35.43234646,45.7338419,45.37812816,53.01866965
Guinea-Bissau,654,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.164,231.809,293.901,258.631,243.953,266.98,310.982,306.33,326.853,318.357,322.371,316.001,434.907,381.095,344.374,328.788,338.371,314.813,284.369,232.093,204.0439163,177.3032346,163.3999017,159.1681559,62.90551978,49.47051871,52.14125659,53.56395544,50.44666381,52.89996358
Guyana,336,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.16555421,33.38108926,30.17824471,34.65820804,35.02344753,36.35027873,44.73918178,67.5316,113.976,127.15,145.291,126.316,176.771,234.276,272.19,264.419,299.836,318.93,357.502,509.327,598.304,610.2,664.519,717.723,615.248,603.051,602.456,678.088,784.351,711.94,624.643,526.805,447.719,310.293,271.168,249.317,234.816,232.975,129.6601479,133.7455005,121.2509121,118.6439015,116.0748777,94.1567205,59.88455615,61.647531,64.81373184,65.29892395,65.16198514,62.47548509,57.23286363,51.21163459,48.19897359
Haiti,263,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.416666667,20.31304348,22.99575071,17.6953125,,,,,,,,,,,,,,19.3679,16.7866,17.1714,13.7908,21.6838,22.9564,24.0725,30.2805,32.8958,32.4287,33.4435,39.3062,42.5799,48.4159,45.8732,43.0854,44.6186,98.9677,153.431,166.734,141.714,133.151,194.625,160.144,58.6324,43.8156,39.9135,40.7617,38.5252,40.2476,55.24581605,49.51105903,54.27924851,61.96985225,49.89701593,47.15916865,39.11394692,34.51343036,38.0054165,27.77843351,17.34079219,11.8070546,16.34551424,21.45968692,26.26141519,30.10282579
Honduras,268,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.28571429,15.54878049,15.69060773,15.89189189,14.3956044,16.35294118,17.41935484,17.5,17.33333333,16.84848485,18.02547771,18.43137255,12.77777778,10.69364162,9.893048128,9.206349206,8.390243902,8.181818182,7.049180328,4.927007299,4.285714286,3.508287293,3.229166667,3.149038462,2.212389381,,2.905811623,2.569316081,2.7734375,2.586520947,3.930434783,4.630872483,,8.054711246,8.971684054,8.216292135,8.541935484,6.530027156,7.141569235,6.492227433,6.912931678,7.169117252,7.208835819,9.776944678,13.3179,15.0337,16.7666,16.6448,18.5389,24.0343,26.4666,28.1534,32.8023,36.1259,41.0326,48.0922,54.3413,57.6037,60.5286,65.7334,69.8951,73.5551,71.7391,68.4154,116.557,100.273,99.8741,107.126,111.331,96.4623,88.0041,75.8124,65.9244,66.4204,63.7005,61.4072,63.5414,66.2897,63.498,57.22454366,40.34294048,24.72113754,22.97332506,27.50997803,30.66309276,32.13397501,35.18102931,45.71074727,46.46275091,46.8051871
Brunei Darussalam,516,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91725,1.96071,0.98344,0.406748,0.318164,0.98404,0.694768,0.939106773,1.109947578,1.112907524,2.128520085,2.100636786,2.208601018,2.304713554,2.812633227
New Zealand,196,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.405025649,7.79195439,8.202057252,5.66687592,11.76909778,21.04002002,22.21851716,22.30868057,23.93505048,39.15492955,45.84305265,53.7395795,55.61333681,50.18744567,51.51845195,64.23833773,62.80256871,71.22394707,67.53327406,69.83064576,90.44020662,91.87050349,92.83020844,95.67228439,103.6342441,104.7730065,116.6507863,123.0616646,126.3503967,129.8659065,119.6522382,121.6955193,120.9623781,120.4910076,125.5746167,132.6771697,136.4663833,128.12666,129.4907983,132.0654498,124.4065754,119.1513993,129.7886513,124.4694279,119.8361424,120.7347099,109.8737563,99.53794031,95.9009771,110.0591604,112.0928027,106.4892216,105.7176126,112.0137199,118.5813152,106.0129849,102.650606,116.5152058,128.1102429,137.6632384,132.6500731,117.6736846,136.3037701,155.1274938,146.1973401,142.2629988,145.8788708,164.1381117,171.0252436,163.3086005,164.3083526,190.1800176,233.1312101,246.5621587,235.9806532,205.065175,179.9665917,147.9531922,135.7485858,129.6068097,128.0732701,128.7497291,131.2928021,137.1542788,139.3821306,147.2210095,147.5512314,140.8674169,124.2693094,129.4949495,121.0478771,94.74431818,89.58190541,87.36910995,83.37278107,77.62386787,74.27993936,72.85851781,70.29213483,70.35760448,68.04995971,64.60736881,64.96586418,64.48816272,61.77818515,59.62663695,58.18932164,59.71775192,62.562754,62.57889991,56.03817686,51.56035665,46.35583358,44.33742564,40.596804,41.60178306,47.63369901,44.60109212,49.99198397,52.00790188,52.26774438,50.52670494,51.56286974,59.64150403,62.79944889,71.78950846,70.67311515,76.04927661,62.35416168,58.39949424,61.70875948,60.05987533,64.58401887,63.0970417,57.04719427,50.65478105,44.77821297,36.99338743,37.6140323,35.8288196,26.72007051,25.06778495,23.49772828,21.97981984,20.03024223,18.50117156,16.36896221,14.50542377,16.88729285,21.65147003,26.86554415,31.53729316,31.94824112,30.80203202,30.31870759,29.94706535
Nicaragua,278,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.3845,31.612,30.1903,32.9367,40.0131,57.8126,59.5049,62.7253,76.9284,116.345,152.051,149.087,159.118,211.601,197.972,218.011,159.213,266.588,629.186,476.981,2092.92,333.65,448.59,445.937,446.566,362.651,222.438,231.036,225.389,221.309,204.871,227.462,235.7,236.176,160.519,71.39959731,54.6531928,31.58858603,26.48121391,29.44882809,30.87228106,29.27223103,28.50047424,29.50540069,29.33406604,29.39912109
Niger,692,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.11444,10.3813,12.3703,13.1812,18.3258,16.1786,14.8533,12.0946,14.6633,14.6902,19.2802,32.469,35.027,43.9236,54.6873,66.2312,60.926,61.5788,61.5803,55.8734,56.7953,56.3409,57.2867,60.2078,87.1516,81.7954,77.0167,83.4355,79.9488,83.72906762,88.81723678,109.1652067,109.248301,87.40148269,76.71749547,66.32089106,27.14257012,25.14763837,21.0573077,27.74046576,24.29026795,27.80957065,26.75962215,27.22369351,33.41980313,45.05957405
Nigeria,694,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.45423869,20.05271508,16.413,11.6904,11.1162,13.736,13.0592,10.482,9.05054,13.0447,19.1644,18.7219,18.5498,25.2961,36.9946,61.1068,63.9411,69.6743,114.377,146.66,136.6,140.199,120.398,140.194,127.776,193.671,183.731,100.088,68.3617,79.5138,89.7795,83.5559,82.3007,83.4723,43.26569114,41.9741956,35.48800055,18.92690624,7.70771519,8.11633082,7.276108073,8.617231755,9.597154375,10.19369259,10.42082461,10.5008843,10.57895276,11.50324339
