Country Name,Country Code,Indicator Name,Indicator Code,Attribute,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Sweden,144,Debt to GDP Ratio,GGXWDG_GDP,Value,34.32782991,34.25056702,33.83738188,33.93626371,33.39583741,26.6869261,22.34497869,19.66035113,17.95416074,21.88579802,24.18784114,21.65729447,14.49123361,13.55342522,14.00800994,11.48509753,10.92846051,10.34387403,9.379941112,8.944929221,9.041099555,9.206673641,9.201793939,6.801488179,6.540675021,6.265913061,5.778346019,5.259870974,5.444100928,3.430757342,3.862040979,4.098320469,3.95053868,3.960151008,3.972356113,3.865406599,3.58155715,3.054276176,2.855949584,2.218376913,2.135055714,2.634383604,2.908497672,2.56462307,2.254135541,2.363141812,2.262819143,2.402490537,2.695108909,2.656481119,2.358831195,2.758966016,2.561393544,2.038924401,2.307459712,1.727055849,2.133067065,1.623853838,3.120971158,3.90237886,6.406727509,7.243886595,6.463621121,6.558275723,8.225987879,9.424632118,11.05488442,11.55822588,13.30751296,13.12290225,12.66829964,12.3497744,10.96803472,9.24543972,9.262275669,10.31488596,12.18208948,12.91811245,16.69779001,17.53845226,17.23154623,16.82283173,16.82644195,16.51372832,16.98490427,18.42851824,19.2255832,19.98870837,20.5577573,18.89140794,18.17725381,17.60712401,18.0294964,18.3729535,19.23939987,17.73086344,17.06846424,15.73473054,14.46942191,14.98277804,15.09581851,16.04098811,15.89511639,14.62512648,16.09540902,15.39629779,15.14921147,15.5772895,16.95870352,17.19797452,16.29551243,15.92373333,16.74760984,15.32312977,18.687249,18.05872412,16.66442953,16.34475892,18.20200022,14.65033657,12.14888781,16.04374602,20.35020986,20.51067173,20.72026376,20.36406342,19.97812572,20.32059186,20.14566321,19.0373444,18.43193449,21.6137721,26.91097515,29.60708009,26.9535284,26.54605614,23.4591195,20.09884087,20.66757377,20.59913962,,,,,,,,,41.6192029,40.48156997,37.61028037,31.36515152,,,28.72536998,29.0482,28.0384058,28.50542373,29.47303371,20.52416918,25.43213296,26.00127389,22.9741784,20.7111835,18.70873786,,,16.11654135,17.62957746,17.64771242,28.96010278,29.34850897,29.19731988,28.49204325,28.85811379,28.03494639,26.14397638,28.37359749,32.75758349,37.55117182,46.92337484,55.37114321,65.55527386,69.5921809,70.87923972,70.39896139,69.67856144,61.86873089,55.51313905,50.41680131,46.32186018,55.01967572,73.3444247,78.19499714,82.50107489,81.05593855,84.36039408,82.97744218,81.98776903,73.20485536,64.28903435,62.67420763,60.23240016,,47.68243013,47.97021482,42.98022543,38.10897186,36.68388732,40.19529823,37.58756407,36.94055944,37.17379505,39.7713844,44.7814672,43.3966597
Italy,136,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.41828133,40.90990114,51.84939007,61.10489072,68.04892954,69.25770491,86.09017405,82.45996072,87.47441979,95.78429174,95.7927558,88.75529712,79.67965313,78.62066687,89.78426419,101.3050859,91.36494763,97.15089269,98.57868871,91.58186222,111.6978776,111.4347396,116.3307253,117.1599325,109.0903138,105.9023521,115.1996107,119.9245802,120.9345403,105.8076853,105.6087334,116.8907117,116.0697688,124.7126334,120.8278911,123.0491205,128.0018792,117.0236506,116.4720808,109.7640667,106.8262999,110.2081852,102.0569262,103.7073518,100.8924494,95.58491103,85.79982894,90.29926829,84.4650459,87.11524087,79.31552105,77.69518971,77.24193285,82.00288733,84.31179019,74.92259259,92.02505175,93.59478639,132.2544028,159.7200094,152.2426695,140.9207302,143.4892803,142.8173357,103.7776193,89.39404483,99.65600552,97.7361289,97.42281226,106.6280083,101.339723,79.99189933,86.35152588,89.50090925,80.71793687,80.22613535,72.14327183,71.43553185,69.38589445,72.55939389,89.44110687,100.4823424,102.5206197,90.9307395,72.42799471,39.8555152,24.21394482,26.97273132,29.5804989,29.47439762,29.9106511,31.62368286,32.48476336,34.08003116,33.89232046,32.91783048,32.13362915,32.01708063,33.1434515,31.42701729,30.01542373,28.95835689,27.17348785,27.20520618,28.38660412,33.44075992,33.26466366,35.82505319,36.52866088,37.1067818,41.95215523,47.70015003,50.63775621,50.17151851,56.63960665,56.20795344,55.22492982,59.44614135,58.24607351,56.08437918,58.45985191,63.14254178,69.40341737,74.90109556,80.90156778,85.11784085,89.11438593,90.83449734,93.31213202,95.22290178,98.59034545,105.4908375,115.6618374,117.8651216,108.6892477,117.7118547,113.4264454,110.8077051,109.6587599,105.1095245,104.7298001,101.9229243,100.4849393,100.0891282,101.9404911,102.5570917,99.7758631,102.3902921,112.5194452,115.3779242,116.4989517,123.3386807,129.0043865,132.5284776,132.7125495
Slovak Republic,936,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.53012,23.97038,21.36007,19.13523,18.53946,20.99641,22.73568,22.78429,24.00707,36.3958,41.69,42.36560809,41.46219991,33.92841862,30.76710571,29.89771708,28.21369241,36.0078974,40.81531804,43.26894139,52.36909693,54.98747207,53.89727953,52.90800146
Slovenia,961,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.12055,18.51055,16.77625974,20.12184194,20.70287024,21.24907253,22.01585587,29.0106867,28.54096128,28.39580908,27.04392715,26.83294366,26.30240945,25.99998732,22.6566456,21.64885432,34.47887807,38.17650693,46.43798972,53.8962572,71.01046577,80.89220088,83.14856106
Solomon Islands,813,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7368,11.6713,15.3053,20.2667,25.6317,43.8357,62.8845,73.5178,72.7881,75.2843,64.7588,67.3856,54.303,52.9082,51.3712,47.5464,42.5647,41.2268,50.5498,51.9088,55.3944,70.1831,86.9857,84.7603,75.39,63.8722,48.36267205,43.90616896,35.49067507,33.85379155,28.92868281,21.71936383,17.59513499,15.53933245,13.27763429,10.38256753
South Africa,199,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.7029703,99.03583062,96.72303207,90.69866667,84.82692308,72.20512821,68.56272401,80.02443992,96.11845103,92.1048218,89.28654971,87.79515829,88,87.81034483,87.45091514,89.61602671,99.69872958,113.6740443,124.5879828,112.7344633,100.4093178,87.64825581,72.02346806,68.89189189,68.45023697,68.78699552,64.95238095,66.29596413,67.83333333,71.55824508,74.47360913,78.43036304,78.3372022,72.21633554,66.82294264,66.84809546,63.38485681,61.61111111,59.36155914,57.69700563,56.69370861,55.58470804,53.89813243,53.82957163,55.41507312,53.91989774,52.91992775,52.81060606,52.64251465,46.22264814,30.34846029,44.11140584,45.71045576,41.09560667,42.67199514,44.3603964,43.29567168,41.09159442,41.12410311,38.19216587,33.6983042,32.79848438,42.46792661,45.2615452,44.73641873,41.92824609,33.284,27.4318,31.3229,28.7053,23.1982,26.3431,32.4962,33.4927,30.6096,33.3289,31.784,34.7358,34.7782,39.8476,46.4245,46.9691,44.3337,45.7577,45.8013,45.9312,43.31679947,42.40181084,35.54731303,35.42751888,34.39266488,33.21230267,31.3551158,27.06069963,26.50566912,30.07827563,34.67519017,38.22709505,40.9985341,43.98559318,46.89541828,49.77812892
South Sudan,733,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.905728165,17.59486449,37.45986389,63.64876233
Spain,184,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.7158997,149.1328211,115.4780282,74.93716699,73.07732995,73.26869806,74.59265696,77.69300843,77.68112624,83.5822708,82.75654891,80.35299582,80.75624578,79.70886634,83.39821388,84.75546902,95.90045684,91.37310503,103.3151326,114.8229867,119.7009592,118.8879004,123.60519,109.3061154,108.285494,108.3398218,107.9779443,98.75712476,102.9753989,101.0042925,88.2823688,82.59353202,82.03868104,76.73300289,66.4125,58.23536585,47.6865,37.3572549,38.69377289,31.31275964,37.93920973,55.18847584,59.13190661,58.82081784,56.66366782,54.67891374,56.35241158,59.4625,61.43774194,64.07358491,63.97365079,63.05015674,62.456231,65.0749226,61.45587393,,,,,,59.86013363,55.48871252,53.59343511,50.20232558,51.59090909,22.43548223,44.53963964,39.98,,,,,,28.16260073,29.45650847,23.71990315,23.93343882,22.74933453,19.40482866,20.49942598,20.51590574,17.72380952,15.47242826,,,11.00316655,10.94674907,10.95483498,11.02800196,11.3182391,11.53731366,10.53490068,10.72424825,9.919521739,8.40504508,7.250304088,13.00387061,15.32795816,14.32819874,15.38877466,17.21435627,22.19211498,24.51924355,29.62634446,36.15770247,41.01850466,42.23025463,42.07147975,38.64551773,40.01838204,41.45833191,42.01989828,44.29759764,54.77080599,57.23163286,61.81619185,65.85563411,64.56844409,62.62310482,60.91346303,57.95856774,54.16272415,51.26805007,47.64012187,45.26107346,42.28384521,38.90658559,35.51035948,39.39872425,52.7045727,60.06578652,69.46199495,85.41084294,93.67467875,99.28709171,99.25994904
Sri Lanka,524,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.26198879,20.38342882,23.55310579,21.69301581,18.56276748,20.37518574,23.04262529,25.19629318,28.87456775,33.36923998,39.64408554,39.27655546,35.59907786,35.8179567,38.53589465,41.61726169,43.06481049,45.94792697,43.43959956,40.43806936,44.00570241,45.11557914,43.81887463,40.82283136,42.98098898,50.52838819,68.14758735,71.14248356,66.52228218,71.84885405,73.58248763,78.46140661,78.28808137,66.55781682,78.64064553,85.01552712,94.09294572,97.67880812,105.1229985,93.38340477,95.22351518,92.20538979,93.65981657,92.15203773,92.04556237,90.17714734,82.9836056,87.82949169,91.91370369,93.69648351,99.80283912,102.0968963,102.270712,102.3284889,90.60540236,87.8846625,84.99721127,81.36975189,86.06353328,81.90863339,78.45207772,79.17228009,78.31532021,75.53546777,76.03558739
St. Kitts and Nevis,361,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.8959,44.6851,44.1801,42.2959,42.9777,43.1494,44.3651,48.7957,42.072,37.4263,34.5473,37.7087,49.27067208,67.08497022,77.41614292,89.18483717,96.79523578,104.7565674,119.7819077,142.6399269,154.8886096,157.9423957,143.7811948,135.001928,131.9317703,144.1197846,159.3118839,151.677355,138.3964933,101.1746233,79.75956617,67.75952285
St. Lucia,362,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2879,19.6111,19.9343,20.2709,21.1753,21.1781,24.2776,23.2445,22.7775,20.32001462,23.57172189,26.39097146,27.29731851,28.23308124,27.25093678,28.63521835,32.37943576,35.0021417,34.28834187,38.56972138,45.67183935,58.65820762,54.60433366,59.15784501,61.91868426,58.03562585,56.75025465,56.09339811,60.4264369,63.26897065,67.61676565,74.77010725,80.59338264,80.90298046,79.2325715
St. Vincent and the Grenadines,364,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5446,18.7371,22.9914,20.9176,22.5786,22.8162,28.1137,31.3647,32.1104,31.3241,30.1603,35.8894,41.431,38.4712,40.697,58.58756278,56.53900108,53.84999821,52.22754969,57.36954161,50.83334981,44.18458397,42.13578763,42.93933968,57.40615616,58.93736333,56.52432128,56.45886185,53.90978353,62.01515946,65.44864475,64.11596668,53.3232536,56.74090176,63.57153178,65.44871899,68.76748881,72.01527625,74.63159233,79.72414912,79.28869626
Sudan,732,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,454.8642508,262.6075677,354.994284,219.5520564,202.8853302,146.236963,173.5600154,164.2678276,153.6349895,151.261324,148.2439998,141.5919227,118.1318111,94.95347324,74.97916857,70.71113977,68.84940559,72.11214639,73.1156861,70.58380287,94.24631532,89.86734453,77.25983659,72.90755443
Suriname,366,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.09839986,30.00398262,27.96645495,26.82595871,4.963196202,4.988223516,3.082223902,,,,,,,36.22973352,50.29532855,71.55286765,,,,78.03835827,81.06591788,68.94309457,54.66484328,32.65556136,17.40883743,12.6028578,17.9682151,23.17550356,34.58839129,38.26924036,39.82597665,38.11782144,33.50568778,31.56976237,28.841106,23.96516618,17.37680466,15.63863996,15.55258776,18.46985887,19.83312705,21.38493299,31.43428675,29.01655983,43.45675807
Swaziland,734,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9028,15.3153,14.7577,17.787,13.5304,14.4469,10.9246,10.408,26.9753,26.2577,22.4792,21.0558,24.0059,22.9091,22.7909,38.7806,45.9999,37.0361,32.9146,32.6909,,,,15.27788552,13.45385842,12.5875965,12.56538733,12.07388258,15.69739471,16.95321189,19.39183462,20.96850024,18.70662855,19.03018858,15.19691665,13.50188218,14.85782947,16.46316914,14.73783396,10.56510319,13.77994662,14.26352203,14.68613845,14.83192446,13.66814473,17.29264849
Bulgaria,918,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.49159091,,,,32.49982143,71.37482143,46.11877551,51.72488889,58.02794872,63.75277778,63.766,59.02810811,56.063,47.24914894,42.70372549,38.75254237,38.80597015,33.2258427,33.42131148,32.71604938,33.18568,41.6541958,48.51769461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.642,289.554,172.303,104.33,141.312,96.4412,76.3083,74.2507,,67.28858916,53.54265117,45.57914582,37.8550678,28.5170247,22.65798864,17.45693645,14.65207014,14.60780176,14.27505042,14.51831888,16.76839485,17.22378598,26.43431937,26.29781936
Burkina Faso,748,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8863,12.458,14.8587,15.9666,16.2958,19.1963,22.023,26.9404,30.6108,32.1515,31.0162,34.5072,32.4213,28.7227,28.7411,32.2221,33.1763,37.647,61.7974,54.8851,51.4378,54.2733,53.4754,52.0708,53.7114,52.7253,48.66940776,44.61898383,45.83596826,44.09172755,22.59949678,25.33061205,25.16330182,28.49418754,29.31718397,29.80354867,28.34817862,28.69273667,30.24253213,32.79763539
Burundi,618,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.806984747,5.164196487,5.904991118,7.306275919,8.455415387,7.741839266,8.46277,6.92218,7.54463,7.82337,7.27374,8.85754,10.2826,12.3989,17.3294,22.173,19.1981,22.6692,27.1671,36.8035,44.1714,47.5824,54.7013,74.0156,80.7763,82.6797,83.481,83.9328,93.2998,111.86,97.38002817,95.34140998,113.4752838,99.96475628,113.0440368,122.7329731,136.4251126,127.3866682,159.088312,171.969259,172.738336,136.9801189,130.2548505,129.6132456,102.5138126,25.68816616,46.91165325,39.75762858,39.92985748,36.55550051,33.86616814,42.44528342
Lesotho,666,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.32046,3.93859,5.17989,6.79329,13.8951,12.8642,19.2003,24.7937,33.3116,47.2719,46.5687,47.1709,72.2839,80.6644,83.149,86.9112,91.4249,83.5561,,73.67504862,81.4371548,76.6137521,71.85646937,81.92699205,75.1037117,90.82189523,94.88534456,101.1884023,126.0922931,93.35944609,62.64470872,55.71483412,60.26282619,62.58538311,58.16297914,50.82510717,37.6179573,35.24516671,37.97988811,40.32845701,43.36689217,49.52708719,58.32944813
Liberia,668,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.39652677,29.94873817,25.0656168,,35.55649958,37.10594315,49.49494949,61.79934569,78.36781609,81.87643021,95.17661389,,,,,,,,,,,,,,,,,360.491,361.72,367.724,523.382,487.448,402.437,357.737,,309.6605412,173.9364557,33.42525413,29.63857051,26.98618242,27.47903612,33.34724848,39.20668805
Libya,672,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.34759,7.44935,15.4572,12.6491,9.9531,22.6733,20.1923,10.7401,18.3748,22.9406,16.7235,26.8867,27.1621,31.3081,31.5173,32.8484,68.7125,73.47847532,66.96543568,64.77129822,66.37089539,63.37039785,61.58826321,69.3316201,65.63015957,69.85821174,57.0226724,43.73382257,43.12993915,35.07169197,27.14420518,4.162687321,2.906423272,2.859765255,1.978168894,2.632037985,2.761295183,2.863835155,26.61174374,2.245895828,3.711127614,36.38508029,73.84448958
Lithuania,946,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.76798,8.77608,11.7851,15.4641,15.3997,23.4065,23.48829023,22.89473006,22.13772417,20.918304,19.30286767,18.30763145,17.96786715,16.65277145,15.39039516,29.01393596,36.27989405,37.27729349,39.79333266,38.75610909,40.68201276,42.78135712
Luxembourg,137,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.887869,10.0113,9.197936,9.00936,8.234193,7.120226,6.356025,6.74143,6.866475,7.382515,7.66216,6.305427,7.90248,6.702328,5.140612,4.001738,,4.05631637,4.794641298,5.988732884,5.495422487,7.398868291,8.609221989,8.499936655,8.034174276,7.091481351,6.455353025,6.96299382,6.883589851,6.931530988,7.324524141,7.475406528,7.868585522,7.798258713,15.09776265,16.03057224,20.11258697,19.11842716,21.98732277,23.33351955,22.92325784,21.45386022
Madagascar,674,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.59907738,39.56306702,,39.9398,35.3967,14.1593,40.1856,25.8731,37.5556,49.0959,69.0984,77.6036,79.0797,97.3926,113.171,117.499,168.011,172.708,159.923,,138.3921166,137.2694416,126.8042461,113.5416169,115.8654244,121.6277221,107.8714503,126.4523139,118.3703475,107.0486542,98.10184922,105.0460384,99.70853553,95.0471457,86.46702695,37.36663718,32.75010068,31.48972108,33.677595,31.69040821,32.18119037,33.02861486,33.89140495,34.65118538,35.53271935
Malawi,676,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.9263,36.7429,41.2649,48.749,45.6111,45.1931,48.7029,52.3176,59.8237,58.3668,59.5561,69.0301,76.8966,78.1402,77.3088,89.8483,101.243,122.276,104.673,96.3463,90.9878,77.4612,101.889,97.7205,174.251,158.786,98.7565,83.4535,141.042,150.745,148.953,151.912,,146.2014197,125.5320818,36.70465904,42.09410865,44.45628441,36.75034648,39.53498002,57.65731067,81.21587612,82.05307865,85.65871751,82.51669597,72.97497844
Malaysia,548,Debt to GDP Ratio,GGXWDG_GDP,Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.688581315,,,,,,,21.3002779,27.66577061,24.80640703,25.61318668,26.37697363,29.88235063,30.51964055,32.45599743,34.86078223,38.52564338,38.85516823,43.35329465,45.6030556,40.89446137,36.41079548,42.63191262,42.2001,44.6039,44.2782,42.4752,44.6844,52.658,64.3875,75.59,77.3481,86.8461,106.316,109.035,93.9822,81.3544,,68.2756173,59.94858262,51.86063867,44.34430681,38.70811655,33.23485371,30.04114138,34.11425885,34.85064276,32.88079617,38.50517792,40.09360374,41.9812055,42.55614639,41.35715494,40.22510157,39.90741441,39.91998078,51.12418146,51.93971367,52.63556491,54.55158358,55.90429266,55.57989886,57.39300231
